,reaction,name,notes,annotation,gpr,subunit_mw,subunit_num,reaction_mw_not_condider_subunit,reaction_mw_condider_subunit,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_zhaoxin,kcat_GO,kcat_ec_model,kcat_GO_change_type,kcat_zhao_change_type,model_ori_fluxes,ECMpy_fluxes,model_gecko_no_adj_fluxes,model_gecko_adj_fluxes,model_gecko_no_adj_subunit_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_no_adj_fluxes,model_smoment_adj_fluxes,model_smoment_no_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes
TGBPA_reverse,dhap_c + g3p_c --> tagdp__D_c,,"OrderedDict([('reflection', 'TGBPA')])",,( b3132 and b3137 ) or ( b2095 and b2096 ),( 47.19243 and 31.29368 ) or ( 47.10872 and 30.81193 ) ,( 1 and 4 ) or ( 1 and 1 ) ,77.9206,77.9206,7.384583334,7.384583334,10.66355135,3.322925725,10.66355134,10.66355134,3.322925725,,,0,0,0,0,0,0,0,0,0,0
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,Glutaredoxin reductase,,"OrderedDict([('bigg.reaction', 'GRXR'), ('ec-code', '1.8.4.2'), ('metanetx.reaction', 'MNXR100431'), ('sbo', 'SBO:0000375')])",b1654 or b1064 or b3610 or b0849,12.87876 or 24.35021 or 9.13749 or 9.68485 ,2 or 1 or 1 or 1 ,9.1375,9.1375,48.61625,48.61625,20.61291216,3.319518691,20.61291216,20.61291216,3.319518691,,,0,0.037621983,0,0,0,0,0.216884676,0.216884676,0.092557974,0.144945432
LDH_D2,lac__D_c + q8_c --> pyr_c + q8h2_c,D-lactate dehydrogenase,,"OrderedDict([('bigg.reaction', 'LDH_D2'), ('metanetx.reaction', 'MNXR101039'), ('rhea', ['29079', '29080', '29081', '29082']), ('sbo', 'SBO:0000375')])",b2133,64.61233,1,64.6123,64.6123,,,21.60515967,3.305521855,21.60515967,21.60515967,3.305521855,,,0,0,0,0,0,0,0,0,0,0
HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c,Histidinol-phosphate transaminase,,"OrderedDict([('bigg.reaction', 'HSTPT'), ('biocyc', 'META:HISTAMINOTRANS-RXN'), ('ec-code', '2.6.1.9'), ('kegg.reaction', 'R03243'), ('metanetx.reaction', 'MNXR95852'), ('rhea', ['23744', '23745', '23746', '23747']), ('sbo', 'SBO:0000375')])",b2021,39.36014,2,39.3601,78.7203,268.1982024,250.4430498,21.73194283,3.3,21.73194283,21.73194283,3.3,,,0.083084962,0.067018247,0.077409349,0.083025107,0.035450404,0.055500843,0.083025111,0.083025111,0.035431899,0.055486219
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,1-deoxy-D-xylulose reductoisomerase,,"OrderedDict([('bigg.reaction', 'DXPRIi'), ('biocyc', 'META:DXPREDISOM-RXN'), ('ec-code', '1.1.1.267'), ('kegg.reaction', 'R05688'), ('metanetx.reaction', 'MNXR97830'), ('rhea', ['13717', '13718', '13719', '13720']), ('sbo', 'SBO:0000375')])",b0173,43.38798,2,43.388,86.776,1735.951667,1735.951667,9.437743874,3.3,9.437743875,9.437743875,3.3,,,0.002095146,0.001689993,0.001952025,0.002093637,0.00089395,0.00139956,0.002093637,0.002093637,0.000893483,0.001399191
UAGCVT,pep_c + uacgam_c --> pi_c + uaccg_c,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,"OrderedDict([('bigg.reaction', 'UAGCVT'), ('biocyc', 'META:UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN'), ('ec-code', '2.5.1.7'), ('kegg.reaction', 'R00660'), ('metanetx.reaction', 'MNXR105032'), ('rhea', ['18681', '18682', '18683', '18684']), ('sbo', 'SBO:0000375')])",b3189,44.81765,1,44.8176,44.8176,3.281818182,3.119244454,4.75,3.3,4.75,4.75,3.3,,,0.024369999,0.019657403,0.022705261,0.024352442,0.010398106,0.016279185,0.024352443,0.024352443,0.010392679,0.016274895
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,Adenylosuccinate synthase,,"OrderedDict([('bigg.reaction', 'ADSS'), ('biocyc', 'META:ADENYLOSUCCINATE-SYNTHASE-RXN'), ('ec-code', '6.3.4.4'), ('kegg.reaction', 'R01135'), ('metanetx.reaction', 'MNXR95495'), ('rhea', ['15753', '15754', '15755', '15756']), ('sbo', 'SBO:0000375')])",b4177,47.34495,2,47.345,94.6899,2.160615385,2.101536919,1.37,3.3,1.37,1.37,3.3,,,0.262488774,0.211729501,0.244557917,0.262299676,0.1119978,0.175342779,0.262299687,0.262299687,0.11193934,0.175296578
DSBAO2,dsbard_p + mqn8_c --> dsbaox_p + mql8_c,DsbA protein reoxidation reaction (anaerobic),,"OrderedDict([('bigg.reaction', 'DSBAO2'), ('metanetx.reaction', 'MNXR97792'), ('sbo', 'SBO:0000375')])",b1185 and b3860,20.14219 and 23.10454 ,1 and 1 ,43.2467,43.2467,,,11.28564682,3.298476863,11.28564682,11.28564682,3.298476863,,,0,0,0,0,0,0,0,0,0,0
3OAR40,actACP_c + h_c + nadph_c --> 3haACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),"OrderedDict([('reflection', '3OAR40_reverse')])","OrderedDict([('bigg.reaction', '3OAR40'), ('ec-code', '1.1.1.100'), ('metanetx.reaction', 'MNXR94950'), ('sbo', 'SBO:0000375')])",b1093,25.56029,4,25.5603,102.2412,153.8809091,142.1214887,20.37350835,3.296360494,20.37350835,20.37350835,3.296360494,,,0,0,2.78E-17,0,0,0,0,0,0,0
PLIPA2G161pp,h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",,"OrderedDict([('bigg.reaction', 'PLIPA2G161pp'), ('metanetx.reaction', 'MNXR103007'), ('sbo', 'SBO:0000375')])",b3821,33.16313,2,33.1631,66.3263,,,38.67546902,3.294420227,38.67546903,38.67546903,3.294420227,,,0,0,0,0,0,0,0,0,0,0
ORPT,orot5p_c + ppi_c --> orot_c + prpp_c,Orotate phosphoribosyltransferase,"OrderedDict([('reflection', 'ORPT_reverse')])","OrderedDict([('bigg.reaction', 'ORPT'), ('biocyc', 'META:OROPRIBTRANS-RXN'), ('ec-code', '2.4.2.10'), ('kegg.reaction', 'R01870'), ('metanetx.reaction', 'MNXR102231'), ('rhea', ['10380', '10381', '10382', '10383']), ('sbo', 'SBO:0000375')])",b3642,23.567,2,23.567,47.134,4.2551,4.2551,12.92154256,3.289976644,12.92154256,12.92154256,3.289976644,,,0,0,0,0,0,0,0,0,0,0
LPLIPAL2G161,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",,"OrderedDict([('bigg.reaction', 'LPLIPAL2G161'), ('metanetx.reaction', 'MNXR101194'), ('sbo', 'SBO:0000375')])",b3825,38.97826,1,38.9783,38.9783,,,17.00277124,3.280021043,17.00277124,17.00277124,3.280021043,,,0,0,0,0,0,0,0,0,0,0
PLIPA2E141pp,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",,"OrderedDict([('bigg.reaction', 'PLIPA2E141pp'), ('metanetx.reaction', 'MNXR102998'), ('sbo', 'SBO:0000375')])",b3821,33.16313,2,33.1631,66.3263,,,32.0846814,3.279485008,32.08468142,32.08468142,3.279485008,,,0,0,0,0,0,0,0,0,0,0
KARA2_reverse,23dhmp_c + nadp_c --> 2ahbut_c + h_c + nadph_c,,"OrderedDict([('reflection', 'KARA2')])",,b3774,54.06902,4,54.069,216.2761,2.574619048,2.535802818,13.25085957,3.273874478,13.25085957,13.25085957,3.273874478,,,0,0,0,0,0,0,0,0,0,0
MDDCP4pp,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",,"OrderedDict([('bigg.reaction', 'MDDCP4pp'), ('ec-code', '3.4.16.4'), ('metanetx.reaction', 'MNXR101432'), ('sbo', 'SBO:0000375')])",b2430 or b0839 or b0632 or b3182 or b2010 or b0376,47.752 or 43.60891 or 44.44396 or 51.79831 or 43.34606 or 41.849 ,1 or 2 or 2 or 1 or 1 or 1 ,41.849,41.849,33.84328846,33.84328846,15.13334357,3.269591448,15.13334357,15.13334357,3.269591448,,,0,0,0,0,0,0,0,0,0,0
3OAR180_reverse,3hoctaACP_c + nadp_c --> 3ooctdACP_c + h_c + nadph_c,,"OrderedDict([('reflection', '3OAR180')])",,b1093,25.56029,4,25.5603,102.2412,117.2620952,112.5123575,17.28961016,3.267805433,17.28961016,17.28961016,3.267805433,,,0,0,0,0,0,0,0,0,0,0
UACGAMPpp,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),,"OrderedDict([('bigg.reaction', 'UACGAMPpp'), ('ec-code', '3.6.1.45'), ('metanetx.reaction', 'MNXR105020'), ('sbo', 'SBO:0000375')])",b0480,60.82397,1,60.824,60.824,349.05,349.05,49.50597504,3.242381494,49.50597503,49.50597503,3.242381494,,,0,0,0,0,0,0,0,0,0,0
PLIPA2G180pp,h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",,"OrderedDict([('bigg.reaction', 'PLIPA2G180pp'), ('metanetx.reaction', 'MNXR103008'), ('sbo', 'SBO:0000375')])",b3821,33.16313,2,33.1631,66.3263,,,25.64379425,3.241870823,25.64379424,25.64379424,3.241870823,,,0,0,0,0,0,0,0,0,0,0
GTPDPDP,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",,"OrderedDict([('bigg.reaction', 'GTPDPDP'), ('biocyc', 'META:PPPGPPHYDRO-RXN'), ('ec-code', ['3.6.1.11', '3.6.1.40']), ('kegg.reaction', 'R03409'), ('metanetx.reaction', 'MNXR100099'), ('rhea', ['13073', '13074', '13075', '13076']), ('sbo', 'SBO:0000375')])",b3779,54.87114,2,54.8711,109.7423,104.3433,104.3433,30.00011665,3.226849766,30.00011667,30.00011667,3.226849766,,,0,0,0,0,0,0,0,0,0,0
MCPST,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,3-mercaptopyruvate sulfurtransferase,,"OrderedDict([('bigg.reaction', 'MCPST'), ('biocyc', 'META:MERCAPYSTRANS-RXN'), ('ec-code', '2.8.1.2'), ('kegg.reaction', 'R03106'), ('metanetx.reaction', 'MNXR101422'), ('rhea', ['21740', '21741', '21742', '21743']), ('sbo', 'SBO:0000375')])",b2521,30.81184,1,30.8118,30.8118,478.5468182,478.5468182,12.5,3.213539982,12.5,12.5,3.213539982,,,0,0,0,0,0,0,0,0,0,0
MN6PP,h2o_c + man6p_c --> man_c + pi_c,Mannose 6-phosphate phosphatase,,"OrderedDict([('bigg.reaction', 'MN6PP'), ('metanetx.reaction', 'MNXR101671'), ('rhea', ['28554', '28555', '28556', '28557']), ('sbo', 'SBO:0000375')])",b3697 or b0822 or b1727 or b3826,29.721 or 30.41283 or 24.33 or 29.70773 ,1 or 1 or 1 or 1 ,24.33,24.33,,,22.2281386,3.209170762,22.2281386,22.2281386,3.209170762,,,0,0,0,0,0,0,0,0,0,0
HETZK,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,Hydroxyethylthiazole kinase,,"OrderedDict([('bigg.reaction', 'HETZK'), ('biocyc', 'META:THIAZOLSYN3-RXN'), ('ec-code', '2.7.1.50'), ('kegg.reaction', 'R04448'), ('metanetx.reaction', 'MNXR100611'), ('rhea', ['24212', '24213', '24214', '24215']), ('sbo', 'SBO:0000375')])",b2104,27.33916,2,27.3392,54.6783,,,10.51601661,3.206323894,10.51601661,10.51601661,3.206323894,,,0,0,0,0,0,0,0,0,0,0
ARGDCpp,arg__L_p + h_p --> agm_p + co2_p,Arginine decarboxylase,,"OrderedDict([('bigg.reaction', 'ARGDCpp'), ('biocyc', 'META:ARGDECARBOX-RXN'), ('ec-code', '4.1.1.19'), ('kegg.reaction', 'R00566'), ('metanetx.reaction', 'MNXR95940'), ('rhea', ['17641', '17642', '17643', '17644']), ('sbo', 'SBO:0000375')])",b2938,73.89845,4,73.8984,295.5938,3.366818182,3.366818182,10.38028505,3.205971678,10.38028504,10.38028504,3.205971678,,,0,0,0,0,0,0,0,0,0,0
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",,"OrderedDict([('bigg.reaction', 'DHNCOAT'), ('metanetx.reaction', 'MNXR97413'), ('sbo', 'SBO:0000375')])",b1686,14.945,4,14.945,59.78,,,15.5967029,3.199912821,15.59670291,15.59670291,3.199912821,,,0,0,0,0,0,0,0,0,0,0
MLDCP3App,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",,"OrderedDict([('bigg.reaction', 'MLDCP3App'), ('ec-code', '3.4.17.13'), ('metanetx.reaction', 'MNXR101615'), ('sbo', 'SBO:0000375')])",b1678 or b1990 or b0925 or b1113 or b0819,36.082 or 34.411 or 67.812 or 34.636 or 34.636 ,1 or 1 or 1 or 1 or 1 ,34.411,34.411,160,160,11.53358891,3.186747251,11.53358891,11.53358891,3.186747251,,,0,0,0,0,0,0,0,0,0,0
POX,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,Pyruvate oxidase,,"OrderedDict([('bigg.reaction', 'POX'), ('metanetx.reaction', 'MNXR103067'), ('rhea', ['29167', '29168', '29169', '29170']), ('sbo', 'SBO:0000375')])",b0871,62.01138,4,62.0114,248.0455,,,21.58519571,3.181068114,21.58519571,21.58519571,3.181068114,,,0,0,0,0,0,2.590511727,0,0,0,2.570590244
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,Nicotinamidase,,"OrderedDict([('bigg.reaction', 'NNAM'), ('biocyc', 'META:NICOTINAMID-RXN'), ('ec-code', '3.5.1.19'), ('kegg.reaction', 'R01268'), ('metanetx.reaction', 'MNXR101977'), ('rhea', ['14545', '14546', '14547', '14548']), ('sbo', 'SBO:0000375')])",b1768,23.36205,1,23.362,23.362,9.9753,9.9753,116.4682125,3.161249892,116.4682125,116.4682125,3.161249892,,,0,0,0,0,0,0,0,0,0,0
LYSDC,h_c + lys__L_c --> 15dap_c + co2_c,Lysine decarboxylase,,"OrderedDict([('bigg.reaction', 'LYSDC'), ('biocyc', 'META:LYSDECARBOX-RXN'), ('ec-code', '4.1.1.18'), ('kegg.reaction', 'R00462'), ('metanetx.reaction', 'MNXR101256'), ('rhea', ['22352', '22353', '22354', '22355']), ('sbo', 'SBO:0000375')])",b0186 or b4131,80.5903 or 81.26012 ,10 or 10 ,80.5903,805.903,118.4756364,118.4756364,30,3.158589029,30,30,3.158589029,,,0,0,0,0,0,0,0,0,0,0
LDH_D_reverse,h_c + nadh_c + pyr_c --> lac__D_c + nad_c,,"OrderedDict([('reflection', 'LDH_D')])",,b1380,36.53479,4,36.5348,146.1392,453.3333333,418.6495087,10.77681083,3.136333087,10.77681083,10.77681083,3.136333087,,,0,0,0,0,0,0,0,0,0,0
OXCDC,h_c + oxalcoa_c --> co2_c + forcoa_c,Oxalyl-CoA decarboxylase,,"OrderedDict([('bigg.reaction', 'OXCDC'), ('biocyc', 'META:OXALYL-COA-DECARBOXYLASE-RXN'), ('ec-code', '4.1.1.8'), ('kegg.reaction', 'R01908'), ('metanetx.reaction', 'MNXR102239'), ('rhea', ['19333', '19334', '19335', '19336']), ('sbo', 'SBO:0000375')])",b2373,60.58123,4,60.5812,242.3249,74.35,74.35,60.7,3.13545753,60.7,60.7,3.13545753,,,0,0,0,0,0,0,0,0,0,0
FTHFD,10fthf_c + h2o_c --> for_c + h_c + thf_c,Formyltetrahydrofolate deformylase,,"OrderedDict([('bigg.reaction', 'FTHFD'), ('ec-code', '3.5.1.10'), ('kegg.reaction', 'R00944'), ('metanetx.reaction', 'MNXR99669'), ('rhea', ['19833', '19834', '19835', '19836']), ('sbo', 'SBO:0000375')])",b1232,31.93472,6,31.9347,191.6083,,,15.77758269,3.131540263,15.77758269,15.77758269,3.131540263,,,0,0,0,0,0,0,0,0,0,0
NTD3,dcmp_c + h2o_c --> dcyt_c + pi_c,5'-nucleotidase (dCMP),,"OrderedDict([('bigg.reaction', 'NTD3'), ('biocyc', 'META:RXN0-5292'), ('ec-code', ['3.1.3.5', '3.1.3.89']), ('kegg.reaction', 'R01664'), ('metanetx.reaction', 'MNXR102033'), ('rhea', ['29363', '29364', '29365', '29366']), ('sbo', 'SBO:0000375')])",b2291 or b2744 or b2361,22.70806 or 26.90043 or 20.255 ,2 or 1 or 1 ,20.255,20.255,80.58333333,80.58333333,26,3.127580016,26,26,3.127580016,,,0,0,0,0,0,0,0,0,0,0
BSORx,btnso_c + h_c + nadh_c --> btn_c + h2o_c + nad_c,Biotin sulfoxide reductase,,"OrderedDict([('bigg.reaction', 'BSORx'), ('metanetx.reaction', 'MNXR96325'), ('rhea', ['30531', '30532', '30533', '30534']), ('sbo', 'SBO:0000375')])",b3551,85.85066,1,85.8507,85.8507,,,18.07618341,3.107440404,18.07618341,18.07618341,3.107440404,,,0,0,0,0,0,0,0,0,0,0
LSERDHr_reverse,2amsa_c + h_c + nadph_c --> nadp_c + ser__L_c,,"OrderedDict([('reflection', 'LSERDHr')])",,b1539,27.24893,4,27.2489,108.9957,212.752,212.752,18.0852758,3.106879223,18.0852758,18.0852758,3.106879223,,,0,0,0,0,0,0,0,0,0,0
FLVR,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,Flavin reductase,,"OrderedDict([('bigg.reaction', 'FLVR'), ('biocyc', 'META:NADPH-DEHYDROGENASE-FLAVIN-RXN'), ('ec-code', ['1.5.1.30', '1.5.1.41']), ('kegg.reaction', 'R05707'), ('metanetx.reaction', 'MNXR99601'), ('rhea', ['19377', '19378', '19379', '19380']), ('sbo', 'SBO:0000375')])",b3844 or ( b2764 and b2763 ),26.24199 or ( 66.26984 and 63.99812 ) ,1 or ( 8 and 4 ) ,26.242,26.242,25.52670435,25.52670435,15.81296049,3.102242285,15.81296049,15.81296049,3.102242285,,,0,0,0,0,0,0,0,0,0,0
HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,Histidinol dehydrogenase,,"OrderedDict([('bigg.reaction', 'HISTD'), ('biocyc', 'META:RXN-8001'), ('ec-code', '1.1.1.23'), ('kegg.reaction', 'R01158'), ('metanetx.reaction', 'MNXR100587'), ('rhea', ['20641', '20642', '20643', '20644']), ('sbo', 'SBO:0000375')])",b2020,46.11034,2,46.1103,92.2207,5.091545455,4.899231215,46.55976959,3.1,46.55976958,46.55976958,3.1,,,0.083084962,0.067018247,0.077409349,0.083025107,0.035450404,0.055500843,0.083025111,0.083025111,0.035431899,0.055486219
MPTG2,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,Murein polymerizing transglycosylase 2 (three linked units),,"OrderedDict([('bigg.reaction', 'MPTG2'), ('metanetx.reaction', 'MNXR101732'), ('sbo', 'SBO:0000375')])",( b1069 and b3396 and b0089 ) or ( b1069 and b0149 and b0089 ) or ( b0089 and b1069 and b3208 ) or ( b1069 and b2519 and b0089 ),( 55.26747 and 93.63617 and 45.987 ) or ( 55.26747 and 94.29255 and 45.987 ) or ( 45.987 and 55.26747 and 27.342 ) or ( 55.26747 and 85.06695 and 45.987 ) ,( 1 and 1 and 1 ) or ( 1 and 1 and 1 ) or ( 1 and 1 and 1 ) or ( 1 and 1 and 1 ) ,128.5965,128.5965,,,18.86608212,3.097721273,18.86608212,18.86608212,3.097721273,,,0,0,0,0,0,0,0,0,0,0
ICHORS_copy2_reverse,ichor_c --> chor_c,,"OrderedDict([('reflection', 'ICHORS_copy2')])",,b2265,48.76455,2,48.7646,97.5291,10.24208333,10.24208333,17.0746382,3.095411529,17.0746382,17.0746382,3.095411529,,,0,0,0,0,0,0,0,0,0,0
MOAT3C,ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),,"OrderedDict([('bigg.reaction', 'MOAT3C'), ('metanetx.reaction', 'MNXR101686'), ('sbo', 'SBO:0000375')])",b3624,32.9201,1,32.9201,32.9201,,,11.75927348,3.090450389,11.75927348,11.75927348,3.090450389,,,0,0,0,0,0,0,0,0,0,0
PLIPA1E180pp,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",,"OrderedDict([('bigg.reaction', 'PLIPA1E180pp'), ('ec-code', '3.1.1.32'), ('metanetx.reaction', 'MNXR102979'), ('sbo', 'SBO:0000375')])",b3821,33.16313,2,33.1631,66.3263,1611.95,1611.95,30.64864822,3.080990786,30.64864822,30.64864822,3.080990786,,,0,0,0,0,0,0,0,0,0,0
DHNPA2r_reverse,6hmhpt_c + gcald_c --> dhnpt_c,,"OrderedDict([('reflection', 'DHNPA2r')])",,b3058,13.61953,8,13.6195,108.9562,0.345266667,0.345266667,13.7891236,3.078378922,13.7891236,13.7891236,3.078378922,,,0,0,0,0,0,0,0,0,0,0
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,Asparagine synthase (glutamine-hydrolysing),,"OrderedDict([('bigg.reaction', 'ASNS1'), ('biocyc', 'META:ASNSYNB-RXN'), ('ec-code', '6.3.5.4'), ('kegg.reaction', 'R00578'), ('metanetx.reaction', 'MNXR96059'), ('rhea', ['12228', '12229', '12230', '12231']), ('sbo', 'SBO:0000375')])",b0674,62.65901,2,62.659,125.318,2.238125,2.238125,2.94,3.074693676,2.94,2.94,3.074693676,,,0,0,0,0,0,0,0,0,0,0
ENTERES,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c,Enterochelin Esterase,,"OrderedDict([('bigg.reaction', 'ENTERES'), ('biocyc', 'META:RXN0-1661'), ('ec-code', '3.1.1.-'), ('metanetx.reaction', 'MNXR97934'), ('rhea', ['28018', '28019', '28020', '28021']), ('sbo', 'SBO:0000375')])",b0585,45.65194,1,45.6519,45.6519,,,46.44012336,3.072544293,46.44012336,46.44012336,3.072544293,,,0,0,0,0,0,0,0,0,0,0
APH180,h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c,Acylphosphatase (C18:0),,"OrderedDict([('bigg.reaction', 'APH180'), ('metanetx.reaction', 'MNXR95881'), ('sbo', 'SBO:0000375')])",b0968,10.29976,1,10.2998,10.2998,,,8.303540985,3.070320567,8.303540986,8.303540986,3.070320567,,,0,0,0,0,0,0,0,0,0,0
GMPR,gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c,GMP reductase,,"OrderedDict([('bigg.reaction', 'GMPR'), ('biocyc', 'META:GMP-REDUCT-RXN'), ('ec-code', '1.7.1.7'), ('kegg.reaction', 'R01134'), ('metanetx.reaction', 'MNXR100382'), ('rhea', ['17185', '17186', '17187', '17188']), ('sbo', 'SBO:0000375')])",b0104,37.38367,4,37.3837,149.5347,0.337,0.337,8.782395507,3.067623358,8.782395508,8.782395508,3.067623358,,,0,0,0,0,0,0,0,0,0,0
PSD180,h_c + ps180_c --> co2_c + pe180_c,Phosphatidylserine decarboxylase (n-C18:0),,"OrderedDict([('bigg.reaction', 'PSD180'), ('ec-code', '4.1.1.65'), ('metanetx.reaction', 'MNXR103234'), ('sbo', 'SBO:0000375')])",b4160,35.93442,1,35.9344,35.9344,,,16.13913151,3.066444022,16.13913151,16.13913151,3.066444022,,,1.17E-31,0,0,0,0,0,0,0,0,0
MTRPOX,Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c,N-methyltryptophan oxidase,,"OrderedDict([('bigg.reaction', 'MTRPOX'), ('biocyc', 'META:RXN0-301'), ('ec-code', '1.5.3.2'), ('metanetx.reaction', 'MNXR101761'), ('rhea', ['28006', '28007', '28008', '28009']), ('sbo', 'SBO:0000375')])",b1059,40.902,1,40.902,40.902,,,124.5425389,3.064411675,124.5425389,124.5425389,3.064411675,,,0,0,0,0,0,0,0,0,0,0
AGPAT140,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),,"OrderedDict([('bigg.reaction', 'AGPAT140'), ('ec-code', '2.3.1.51'), ('metanetx.reaction', 'MNXR95559'), ('sbo', 'SBO:0000375')])",b3018,27.45316,1,27.4532,27.4532,,,21.56839715,3.057857482,21.56839715,21.56839715,3.057857482,,,0,0,0,0,0,0,0,0,0,0
RNDR2,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,Ribonucleoside-diphosphate reductase (GDP),,"OrderedDict([('bigg.reaction', 'RNDR2'), ('biocyc', 'META:GDPREDUCT-RXN'), ('ec-code', '1.17.4.1'), ('kegg.reaction', 'R02019'), ('metanetx.reaction', 'MNXR104062'), ('sbo', 'SBO:0000375')])",( b3781 and b2235 and b2234 ) or ( b2582 and b2235 and b2234 ),( 11.80662 and 43.51727 and 85.77528 ) or ( 15.55477 and 43.51727 and 85.77528 ) ,( 1 and 2 and 2 ) or ( 1 and 2 and 2 ) ,141.0992,270.3917,2.831166667,2.831166667,15.7192317,3.05495716,15.7192317,15.7192317,3.05495716,,,0,0,0,0,0,0,0,0,0,0
GPDDA5,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),,"OrderedDict([('bigg.reaction', 'GPDDA5'), ('biocyc', 'META:3.1.4.44-RXN'), ('ec-code', '3.1.4.44'), ('kegg.reaction', 'R01193'), ('metanetx.reaction', 'MNXR100414'), ('rhea', ['16501', '16502', '16503', '16504']), ('sbo', 'SBO:0000375')])",b3449,27.40958,1,27.4096,27.4096,,,20.75704894,3.051306006,20.75704894,20.75704894,3.051306006,,,0,0,0,0,0,0,0,0,0,0
5DKGR,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c,5-keto-D-gluconate 5-reductase,"OrderedDict([('reflection', '5DKGR_reverse')])","OrderedDict([('bigg.reaction', '5DKGR'), ('sbo', 'SBO:0000375')])",b2842 or b4266,27.07 or 27.56271 ,1 or 1 ,27.07,27.07,,,19.80797454,3.041734363,19.80797454,19.80797454,3.041734363,,,0,0,0,0,0,0,0,0,0,0
CYTK2_reverse,adp_c + dcdp_c --> atp_c + dcmp_c,,"OrderedDict([('reflection', 'CYTK2')])",,b0910,24.74634,1,24.7463,24.7463,83.45304444,83.45304444,109,3.027189431,109,109,3.027189431,,,0,0,0,0,0,0,0,0,0,0
CTBTCAL2,atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c,Crotonobetaine-CoA Ligase,,"OrderedDict([('bigg.reaction', 'CTBTCAL2'), ('metanetx.reaction', 'MNXR96937'), ('rhea', ['30079', '30080', '30081', '30082']), ('sbo', 'SBO:0000375')])",b0037,58.55909,1,58.5591,58.5591,,,13.8617289,3.021568219,13.8617289,13.8617289,3.021568219,,,0,0,0,0,0,0,0,0,0,0
