,fluxes,equ,kcat,MW,kcat_MW,source
FACOAE120,0.15369138358625073,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,39036.40614,127.8653,305.29319635585256,
3OAR120,0.0,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
3HAD80,0.0,3hoctACP_c --> h2o_c + toct2eACP_c,35828.68,37.9381,944.3983752481016,
3HAD120,0.0,3hddecACP_c --> h2o_c + tddec2eACP_c,35828.68,37.9381,944.3983752481016,
EAR180x,0.0,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,55999.0008,111.4558,502.4323615280677,
SO4t2pp,0.18837764643171973,h_p + so4_p --> h_c + so4_c,,,,
EAR180y,0.0,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,97067.99999,111.4558,870.9102620949292,
AGPAT120,0.0,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c,,,,
PGPP120,0.0,h2o_c + pgp120_c --> pg120_c + pi_c,86400.0,19.4181,4449.456949959059,
DAGK120,0.0,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,,,,
PSSA180,0.0,cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c,,,,
PSSA161,0.056264936457451196,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,,,,
PSSA141,0.0,cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c,,,,
PSD160,0.04773699916366355,h_c + ps160_c --> co2_c + pe160_c,,,,
PSD161,0.056264936457451196,h_c + ps161_c --> co2_c + pe161_c,,,,
PSD180,0.0,h_c + ps180_c --> co2_c + pe180_c,,,,
COLIPAabcpp,0.0,atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c,,,,
PLIPA2A140pp,0.0,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p,102572.8364,66.3263,1546.4881412049215,
PLIPA2A141pp,0.0,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p,102572.8364,66.3263,1546.4881412049215,
PLIPA2A180pp,0.0,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p,102572.8364,66.3263,1546.4881412049215,
GAM6Pt6_2pp,0.0,gam6p_p + 2.0 pi_c --> gam6p_c + 2.0 pi_p,,,,
PPALtex,0.0,ppal_e --> ppal_p,,,,
CA2tex,0.0038936766328214628,ca2_e --> ca2_p,484674.75,41.2198,11758.299409507084,
CUtex,0.0,cu_e --> cu_p,,,,
CU1Opp,0.0,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,,,,
SUCDi,8.604210939654216,q8_c + succ_c --> fum_c + q8h2_c,,,,
LPLIPAL1E141pp,0.0,1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p,,,,
LALDO2x,0.0,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,764378496.0,309.6976,2468144.7192357965,
12PPDRtex,0.0,12ppd__R_e --> 12ppd__R_p,,,,
LPLIPAL1E160pp,0.0,1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p,,,,
LPLIPAL1E180pp,0.0,1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p,,,,
LPLIPAL1E181pp,0.0,1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p,,,,
LPLIPAL1G160pp,0.0,1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p,,,,
LPLIPAL1G161pp,0.0,1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p,,,,
LPLIPAL1G120pp,0.0,1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p,,,,
PLIPA2E140pp,0.0,h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p,,,,
PLIPA2E160pp,0.0,h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p,,,,
PLIPA2A161pp,0.0,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p,,,,
PLIPA2A181pp,0.0,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p,,,,
F6Ptex,0.0,f6p_e --> f6p_p,,,,
GAMAN6Ptex,0.0,gam6p_e --> gam6p_p,,,,
ALR4x,0.0,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c,,,,
LPLIPAL1G141pp,0.0,1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p,,,,
LPLIPAL1G180pp,0.0,1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p,,,,
LPLIPAL1G181pp,0.0,1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p,,,,
ACONIs,0.0,acon_T_c --> acon_C_c,,,,
ACONTb,9.408096948653107,acon_C_c + h2o_c --> icit_c,3596400.0,186.9962,19232.476381873003,BRENDA
GLCP2,0.0,bglycogen_c + pi_c --> g1p_c,177517.9608,181.0448,980.5195222397992,
F6Pt6_2pp,0.0,f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p,,,,
PPALtpp,0.0,ppal_c --> ppal_p,,,,
PLIPA2E141pp,0.0,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p,,,,
PLIPA2E181pp,0.0,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p,,,,
PLIPA2G140pp,0.0,h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p,,,,
3HAD161,0.0,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c,,,,
PLIPA2G160pp,0.0,h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p,,,,
PLIPA2G181pp,0.0,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p,,,,
ASNS1,0.0,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,8057.25,125.318,64.2944349574682,
EAR80y,0.0,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,,,,
EAR120y,0.0,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c,,,,
3OAR181,0.0,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c,553971.2728,102.2412,5418.278275294108,
3HAD121,0.0,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c,,,,
EAR121y,0.0,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c,97067.99999,111.4558,870.9102620949292,
GTHRDHpp,0.0,gthrd_p + h2o_p --> cgly_p + glu__L_p,44820.0,61.768,725.6184432068385,
PROGLYtex,0.0,progly_e --> progly_p,,,,
EX_progly_e,0.0,progly_e --> ,,,,
MDDCP2pp,0.0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,121835.8385,41.849,2911.3201868622914,
MDDCP3pp,0.0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,121835.8385,41.849,2911.3201868622914,
EAR140x,0.0954739983273271,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,,,,
EAR40y,0.0,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,,,,
3OAS181,0.0,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c,104.4,86.0915,1.212663271054634,
EAR161y,0.0,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c,97067.99999,111.4558,870.9102620949292,
G3PAT140,0.0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c,107.08200000000001,100.021,1.0705951750132472,
G3PAT160,0.0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,107.08200000000001,100.021,1.0705951750132472,
G3PAT161,0.0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,107.08200000000001,100.021,1.0705951750132472,
AGPAT160,0.04773699916366355,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,,,,
CDAPPA140,0.0,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c,,,,
MLDCP1App,0.0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p,576000.0,34.411,16738.833512539593,
EAR160y,0.0954739983273271,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c,97067.99999,111.4558,870.9102620949292,
EAR100y,0.0,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c,,,,
3OAR141,0.0,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,553971.2728,102.2412,5418.278275294108,
3OAR161,0.0,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,553971.2728,102.2412,5418.278275294108,
3HAD141,0.0,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,,,,
EAR121x,0.0,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c,55999.0008,111.4558,502.4323615280677,
PSD140,0.0,h_c + ps140_c --> co2_c + pe140_c,,,,
MICITDr,0.0,2mcacn_c + h2o_c --> micit_c,10800.0,186.9962,57.75518432994895,
CDAPPA181,0.0,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c,,,,
PGSA140,0.0,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,,,,
LPLIPAL1A141pp,0.0,1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p,3725460.0,94.4886,39427.61348988132,
LPLIPAL1A180pp,0.0,1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p,3725460.0,94.4886,39427.61348988132,
LPLIPAL1E140pp,0.0,1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p,,,,
LPLIPAL1E161pp,0.0,1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p,,,,
LPLIPAL1G140pp,0.0,1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p,,,,
ACONTa,9.408096948653107,cit_c --> acon_C_c + h2o_c,3596400.0,186.9962,19232.476381873003,BRENDA
MLDCP2App,0.0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p,576000.0,34.411,16738.833512539593,
12DGR140tipp,0.0,12dgr140_p --> 12dgr140_c,,,,
12DGR160tipp,0.0,12dgr160_p --> 12dgr160_c,,,,
12DGR180tipp,0.0,12dgr180_p --> 12dgr180_c,,,,
PGPP120pp,0.0,h2o_p + pgp120_p --> pg120_p + pi_p,86400.0,19.4181,4449.456949959059,
PGPP181pp,0.0,h2o_p + pgp181_p --> pg181_p + pi_p,86400.0,19.4181,4449.456949959059,
CLPNH120pp,0.0,clpn120_p + h2o_p --> h_p + pa120_p + pg120_p,,,,
CLPNH140pp,0.0,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,,,,
EX_12ppd__R_e,-0.0,12ppd__R_e --> ,,,,
PGSA181,0.0,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,,,,
PGPP140,0.0,h2o_c + pgp140_c --> pg140_c + pi_c,,,,
PGPP141,0.0,h2o_c + pgp141_c --> pg141_c + pi_c,,,,
MDDCP5pp,0.0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,121835.8385,41.849,2911.3201868622914,
MLTGY3pp,0.0,murein3p3p_p --> 2.0 anhgm3p_p,,,,
G3PAT180,0.0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,107.08200000000001,100.021,1.0705951750132472,
AGPAT140,0.0,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c,,,,
PGSA160,0.0,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,,,,
MLDCP2Bpp,0.0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p,576000.0,34.411,16738.833512539593,
3OAS140,0.15369138358625073,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,,,,
3OAR140,0.15369138358625073,3omrsACP_c + h_c + nadph_c --> 3hmrsACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
3OAR160,0.0954739983273271,3opalmACP_c + h_c + nadph_c --> 3hpalmACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
PGSA161,0.0,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,,,,
3HAD181,0.0,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c,,,,
PGPP160,0.0,h2o_c + pgp160_c --> pg160_c + pi_c,86400.0,19.4181,4449.456949959059,
PGPP180,0.0,h2o_c + pgp180_c --> pg180_c + pi_c,86400.0,19.4181,4449.456949959059,
PGPP161,0.0,h2o_c + pgp161_c --> pg161_c + pi_c,86400.0,19.4181,4449.456949959059,
PGPP181,0.0,h2o_c + pgp181_c --> pg181_c + pi_c,86400.0,19.4181,4449.456949959059,
CDAPPA180,0.0,cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c,,,,
NTP12,0.0,h2o_c + xtp_c --> h_c + pi_c + xdp_c,,,,
PE141abcpp,0.0,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,,,,
PE160abcpp,0.04773699916366355,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,,,,
PE161abcpp,0.056264936457451196,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,,,,
PSD141,0.0,h_c + ps141_c --> co2_c + pe141_c,,,,
PG140abcpp,0.0,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,,,,
PG141abcpp,0.0,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,,,,
PG180abcpp,0.0,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,,,,
PG181abcpp,0.0,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,,,,
PGP141abcpp,0.0,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,,,,
PGP160abcpp,0.0,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,,,,
PGP180abcpp,0.0,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c,,,,
PAPA181pp,0.0,h2o_p + pa181_p --> 12dgr181_p + pi_p,,,,
PA140abcpp,0.0,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c,,,,
12DGR120tipp,0.0,12dgr120_p --> 12dgr120_c,,,,
MDDCP4pp,0.0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,121835.8385,41.849,2911.3201868622914,
CLPNS140pp,0.0,2.0 pg140_p --> clpn140_p + glyc_p,,,,
CLPNS141pp,0.0,2.0 pg141_p --> clpn141_p + glyc_p,,,,
PG120abcpp,0.0,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,,,,
PE140abcpp,0.0,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c,,,,
CFAS160E,0.0,2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c,52820.22856,87.818,601.4738272335967,
CFAS180E,0.0,2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c,52820.22856,87.818,601.4738272335967,
CFAS180G,0.0,2.0 amet_c + pg181_c --> 2.0 ahcys_c + cpg180_c + 2.0 h_c,52820.22856,87.818,601.4738272335967,
PAPA160,0.0,h2o_c + pa160_c --> 12dgr160_c + pi_c,,,,
PAPA180,0.0,h2o_c + pa180_c --> 12dgr180_c + pi_c,,,,
PAPA181,0.0,h2o_c + pa181_c --> 12dgr181_c + pi_c,,,,
PETNT161pp,0.0,lipa_p + pe161_p --> 12dgr161_p + enlipa_p,,,,
PSSA160,0.04773699916366355,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,,,,
PSSA181,0.0,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c,,,,
DAGK140,0.0,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,,,,
DAGK160,0.0,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,171702.1636,39.734,4321.290672975286,
DAGK141,0.0,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,,,,
DAGK161,0.0,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,,,,
AGPAT181,0.0,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,,,,
MDDEP3pp,0.0,h2o_p + murein5px4p_p --> murein5p4p_p,,,,
MDDEP4pp,0.0,h2o_p + murein4px4px4p_p --> murein4px4p4p_p,,,,
MLTGY1pp,0.0,murein4p4p_p --> 2.0 anhgm4p_p,,,,
CGLYtex,0.0,cgly_e --> cgly_p,,,,
3HAD40,0.0,3haACP_c --> but2eACP_c + h2o_c,,,,
PLIPA1E141pp,0.0,h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p,,,,
3OAS60,0.0,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,,,,
3OAS160,0.0954739983273271,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,,,,
3OAR60,0.0,3ohexACP_c + h_c + nadph_c --> 3hhexACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
3OAR80,0.0,3ooctACP_c + h_c + nadph_c --> 3hoctACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
MLDCP3App,0.0,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p,576000.0,34.411,16738.833512539593,
MLDCP1Bpp,0.0,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p,576000.0,34.411,16738.833512539593,
2AGPE181tipp,0.0,2agpe181_p --> 2agpe181_c,,,,
2AGPA140tipp,0.0,2tdecg3p_p --> 2tdecg3p_c,,,,
2AGPA160tipp,0.0,2hdecg3p_p --> 2hdecg3p_c,,,,
2AGPA180tipp,0.0,2odecg3p_p --> 2odecg3p_c,,,,
2AGPA141tipp,0.0,2tdec7eg3p_p --> 2tdec7eg3p_c,,,,
EX_urate_e,0.0,urate_e --> ,,,,
PLIPA1G160pp,0.0,h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p,,,,
PLIPA1G141pp,0.0,h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p,,,,
LPLIPAL2E160,0.0,2agpe160_c + h2o_c --> g3pe_c + h_c + hdca_c,3725460.0,38.9783,95577.7958505117,
LPLIPAL2G140,0.0,2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c,,,,
LPLIPAL2G160,0.0,2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c,,,,
2AGPE140tipp,0.0,2agpe140_p --> 2agpe140_c,,,,
2AGPE160tipp,0.0,2agpe160_p --> 2agpe160_c,,,,
2AGPE180tipp,0.0,2agpe180_p --> 2agpe180_c,,,,
2AGPE141tipp,0.0,2agpe141_p --> 2agpe141_c,,,,
2AGPE161tipp,0.0,2agpe161_p --> 2agpe161_c,,,,
2AGPA161tipp,0.0,2hdec9eg3p_p --> 2hdec9eg3p_c,,,,
2AGPA181tipp,0.0,2odec11eg3p_p --> 2odec11eg3p_c,,,,
2AGPG120tipp,0.0,2agpg120_p --> 2agpg120_c,,,,
LPLIPAL2G120,0.0,2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c,,,,
PA141abcpp,0.0,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c,,,,
PA161abcpp,0.0,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c,,,,
PA180abcpp,0.0,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c,,,,
PGPP161pp,0.0,h2o_p + pgp161_p --> pg161_p + pi_p,86400.0,19.4181,4449.456949959059,
PE120abcpp,0.0,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,,,,
PE180abcpp,0.0,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,,,,
PAPA140,0.0,h2o_c + pa140_c --> 12dgr140_c + pi_c,,,,
PAPA141,0.0,h2o_c + pa141_c --> 12dgr141_c + pi_c,,,,
PAPA161,0.0,h2o_c + pa161_c --> 12dgr161_c + pi_c,,,,
GTHOXtex,0.0,gthox_e --> gthox_p,,,,
DSBAO1,0.0,dsbard_p + q8_c --> dsbaox_p + q8h2_c,,,,
DSBAO2,0.0,dsbard_p + mqn8_c --> dsbaox_p + mql8_c,,,,
DSBDR,0.0,dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c,,,,
TDSR1,0.0,dsbcox_p + dsbdrd_c --> dsbcrd_p + dsbdox_c,,,,
CGLYabcpp,0.0,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,,,,
PLIPA2A120pp,0.0,h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p,102572.8364,66.3263,1546.4881412049215,
PLIPA2A160pp,0.0,h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p,102572.8364,66.3263,1546.4881412049215,
CLPNH180pp,0.0,clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,,,,
LPLIPAL2E120,0.0,2agpe120_c + h2o_c --> ddca_c + g3pe_c + h_c,,,,
EAR100x,0.0,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,,,,
EAR120x,0.0,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c,,,,
EAR160x,0.0,h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c,55999.0008,111.4558,502.4323615280677,
EAR140y,0.0,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c,,,,
3OAS121,0.0,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c,485.154,85.2266,5.692518532946286,
3OAS80,0.0,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,,,,
3OAS100,0.0,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,,,,
3OAS120,0.0,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,,,,
3OAR40,0.0,actACP_c + h_c + nadph_c --> 3haACP_c + nadp_c,553971.2728,102.2412,5418.278275294108,
3OAR100,0.0,3odecACP_c + h_c + nadph_c --> 3hdecACP_c + nadp_c,491674.1537,102.2412,4808.96305696725,
3HAD60,0.0,3hhexACP_c --> h2o_c + thex2eACP_c,35828.68,37.9381,944.3983752481016,
3HAD100,0.0,3hdecACP_c --> h2o_c + tdec2eACP_c,35828.68,37.9381,944.3983752481016,
3HAD140,0.0954739983273271,3hmrsACP_c --> h2o_c + tmrs2eACP_c,35828.68,37.9381,944.3983752481016,
3HAD160,0.0954739983273271,3hpalmACP_c --> h2o_c + tpalm2eACP_c,35828.68,37.9381,944.3983752481016,
AGPAT180,0.0,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,,,,
AGPAT141,0.0,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c,,,,
AGPAT161,0.056264936457451196,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,,,,
DASYN120,0.0,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,20904.0,31.4538,664.5937851706312,
EAR40x,0.0,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,,,,
EAR60y,0.0,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,,,,
MLDEP1pp,0.0,h2o_p + murein3px3p_p --> murein3p3p_p,,,,
MLDEP2pp,0.0,h2o_p + murein5px3p_p --> murein5p3p_p,,,,
MLTGY2pp,0.0,murein4p3p_p --> anhgm3p_p + anhgm4p_p,,,,
MLTGY4pp,0.0,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,,,,
EAR60x,0.0,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,,,,
EAR80x,0.0,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,,,,
PE181abcpp,0.0,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,,,,
12DGR161tipp,0.0,12dgr161_p --> 12dgr161_c,,,,
12DGR181tipp,0.0,12dgr181_p --> 12dgr181_c,,,,
NTP11,0.0,ditp_c + h2o_c --> didp_c + h_c + pi_c,,,,
3OAS180,0.0,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,485.154,85.2266,5.692518532946286,
3HAD180,0.0,3hoctaACP_c --> h2o_c + toctd2eACP_c,,,,
CDAPPA120,0.0,cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c,,,,
PSSA120,0.0,cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c,,,,
PSD120,0.0,h_c + ps120_c --> co2_c + pe120_c,,,,
PAPA120,0.0,h2o_c + pa120_c --> 12dgr120_c + pi_c,,,,
EX_cpgn_un_e,-0.0,cpgn_un_e --> ,,,,
MDDEP1pp,0.0,h2o_p + murein4px4p_p --> murein4p4p_p,,,,
MDDEP2pp,0.0,h2o_p + murein3px4p_p --> murein4p3p_p,,,,
PSD181,0.0,h_c + ps181_c --> co2_c + pe181_c,,,,
DAGK180,0.0,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,,,,
DAGK181,0.0,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,,,,
PLIPA2E120pp,0.0,h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p,,,,
PLIPA2G141pp,0.0,h2o_p + pg141_p --> 1agpg141_p + h_p + ttdcea_p,,,,
PLIPA2G161pp,0.0,h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p,,,,
LPLIPAL1A120pp,0.0,1ddecg3p_p + h2o_p --> ddca_p + glyc3p_p + h_p,3725460.0,94.4886,39427.61348988132,
LPLIPAL1A140pp,0.0,1tdecg3p_p + h2o_p --> glyc3p_p + h_p + ttdca_p,3725460.0,94.4886,39427.61348988132,
LPLIPAL1A181pp,0.0,1odec11eg3p_p + h2o_p --> glyc3p_p + h_p + ocdcea_p,,,,
LPLIPAL1E120pp,0.0,1agpe120_p + h2o_p --> ddca_p + g3pe_p + h_p,,,,
3OAR180,0.0,3ooctdACP_c + h_c + nadph_c --> 3hoctaACP_c + nadp_c,553971.2728,102.2412,5418.278275294108,
G3PAT120,0.0,ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,107.08200000000001,100.021,1.0705951750132472,
PGSA120,0.0,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,,,,
TDSR2,0.0,dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p,,,,
GTHRDtex,0.0,gthrd_e --> gthrd_p,,,,
GTHRDabc2pp,0.0,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c,,,,
OMMBLHX3,0.0,2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,,,,
NADHPO,0.0,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c,163862.2154,319.964,512.1270374167093,
ACOAD7f,0.0,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,70896.60601,89.2244,794.5876465406324,
ACOAD8f,0.0,fad_c + stcoa_c --> fadh2_c + od2coa_c,,,,
ACOAD5f,0.0,ddcacoa_c + fad_c --> dd2coa_c + fadh2_c,70896.60601,89.2244,794.5876465406324,
ACOAD3f,0.0,fad_c + occoa_c --> fadh2_c + oc2coa_c,70896.60601,89.2244,794.5876465406324,
ACOAD2f,0.0,fad_c + hxcoa_c --> fadh2_c + hx2coa_c,,,,
ACOAD4f,0.0,dcacoa_c + fad_c --> dc2coa_c + fadh2_c,,,,
ACOAD6f,0.0,fad_c + tdcoa_c --> fadh2_c + td2coa_c,70896.60601,89.2244,794.5876465406324,
