,reaction,ECMpy_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes,model_ori_fluxes
ENO_reverse,ENO_reverse,0.0,,,
FBA_reverse,FBA_reverse,0.0,,,
PGI_reverse,PGI_reverse,18.424876669251173,,,
PGK_reverse,PGK_reverse,9.07358124895311,,,17.48
RPE_reverse,RPE_reverse,0.0,,,
TALA_reverse,TALA_reverse,0.0,,,
TKT1_reverse,TKT1_reverse,0.0,,,
ALCD2x_reverse,ALCD2x_reverse,0.0,,,
RMI_reverse,RMI_reverse,0.0,,,
NDPK6_reverse,NDPK6_reverse,0.0,,,
NDPK8_reverse,NDPK8_reverse,0.0,,,
PYNP2r_reverse,PYNP2r_reverse,0.0,,,
DURIPP_reverse,DURIPP_reverse,0.0,,,
TRPAS2_reverse,TRPAS2_reverse,0.03429294712231207,,,
EX_co2_e_reverse,EX_co2_e_reverse,0.0,,,
ILETA_reverse,ILETA_reverse,0.17527392351737595,,,
VALTA_reverse,VALTA_reverse,0.0,,,
ORPT_reverse,ORPT_reverse,0.19956609333295602,,,
PTAr_reverse,PTAr_reverse,2.844575922595585,,,
ACKr_reverse,ACKr_reverse,0.0,,,3.31
AIRC3_reverse,AIRC3_reverse,0.2701506951372861,,,
ADSL2r_reverse,ADSL2r_reverse,0.0,,,
EX_fe2_e_reverse,EX_fe2_e_reverse,0.00968947845348511,,,
PUNP5_reverse,PUNP5_reverse,0.0,,,
PUNP6_reverse,PUNP6_reverse,0.0,,,
PUNP7_reverse,PUNP7_reverse,0.0,,,
EX_glc__D_e_reverse,EX_glc__D_e_reverse,10.0,,,
PUNP1_reverse,PUNP1_reverse,0.00040601575239376163,,,
PUNP2_reverse,PUNP2_reverse,0.0,,,
PUNP3_reverse,PUNP3_reverse,0.0,,,
LYSAM_reverse,LYSAM_reverse,0.0,,,
IPPMIa_reverse,IPPMIa_reverse,0.2718019063026648,,,
MDH_reverse,MDH_reverse,0.0,,,
FUM_reverse,FUM_reverse,0.0,,,
OHPBAT_reverse,OHPBAT_reverse,0.0,,,
AGPR_reverse,AGPR_reverse,0.178449051162024,,,
G1SAT_reverse,G1SAT_reverse,0.0,,,
GUI1_reverse,GUI1_reverse,0.0,,,
PGAMT_reverse,PGAMT_reverse,0.05700388768525628,,,
GLUR_reverse,GLUR_reverse,0.016764287856636837,,,
UAG2E_reverse,UAG2E_reverse,0.0,,,
EX_zn2_e_reverse,EX_zn2_e_reverse,0.00020572269177749968,,,
HACD5_reverse,HACD5_reverse,0.0,,,
GHMT2r_reverse,GHMT2r_reverse,0.0,,,
ADK4_reverse,ADK4_reverse,0.0,,,
KARA1_reverse,KARA1_reverse,0.5274989232886133,,,
KARA2_reverse,KARA2_reverse,0.0,,,
ICHORS_copy2_reverse,ICHORS_copy2_reverse,0.0,,,
DHBD_reverse,DHBD_reverse,0.0,,,
RBP4E_reverse,RBP4E_reverse,0.0,,,
HACD6_reverse,HACD6_reverse,0.0,,,
ECOAH1_reverse,ECOAH1_reverse,0.0,,,
ECOAH2_reverse,ECOAH2_reverse,0.0,,,
ECOAH3_reverse,ECOAH3_reverse,0.0,,,
UGLT_reverse,UGLT_reverse,0.0,,,
XYLI2_reverse,XYLI2_reverse,0.0,,,
PMANM_reverse,PMANM_reverse,0.0,,,
UDPG4E_reverse,UDPG4E_reverse,0.0,,,
XYLI1_reverse,XYLI1_reverse,0.0,,,
LCARS_reverse,LCARS_reverse,0.0,,,
ALCD19_reverse,ALCD19_reverse,0.0,,,
RMPA_reverse,RMPA_reverse,0.0,,,
SBTPD_reverse,SBTPD_reverse,0.0,,,
GLTPD_reverse,GLTPD_reverse,0.0,,,
TGBPA_reverse,TGBPA_reverse,0.0,,,
MANAO_reverse,MANAO_reverse,0.0,,,
TAGURr_reverse,TAGURr_reverse,0.0,,,
HACD4_reverse,HACD4_reverse,0.0,,,
HACD7_reverse,HACD7_reverse,0.0,,,
ADK1_reverse,ADK1_reverse,0.0,,,
SERASr_reverse,SERASr_reverse,0.0,,,
MLTP2_reverse,MLTP2_reverse,0.0,,,
CYTK1_reverse,CYTK1_reverse,0.0,,,
CYTK2_reverse,CYTK2_reverse,0.0,,,
GK1_reverse,GK1_reverse,0.0,,,
HACD1_reverse,HACD1_reverse,0.0,,,
HACD2_reverse,HACD2_reverse,0.0,,,
NDPK7_reverse,NDPK7_reverse,0.0,,,
GLYAT_reverse,GLYAT_reverse,0.0,,,
CRNBTCT_reverse,CRNBTCT_reverse,0.0,,,
CRNCBCT_reverse,CRNCBCT_reverse,0.0,,,
CRNCDH_reverse,CRNCDH_reverse,0.0,,,
NDPK2_reverse,NDPK2_reverse,0.0,,,
NDPK3_reverse,NDPK3_reverse,0.0,,,
NDPK4_reverse,NDPK4_reverse,0.0,,,
DGK1_reverse,DGK1_reverse,0.0,,,
DTMPK_reverse,DTMPK_reverse,0.0,,,
NDPK1_reverse,NDPK1_reverse,0.0,,,
PGMT_reverse,PGMT_reverse,0.0,,,
UMPK_reverse,UMPK_reverse,0.0,,,
DDPGALA_reverse,DDPGALA_reverse,0.0,,,
F6PA_reverse,F6PA_reverse,0.0,,,
IDOND_reverse,IDOND_reverse,0.0,,,
MCOATA_reverse,MCOATA_reverse,0.0,,,
DAPE_reverse,DAPE_reverse,0.0,,,
SDPTA_reverse,SDPTA_reverse,0.0,,,
ARAI_reverse,ARAI_reverse,0.0,,,
M1PD_reverse,M1PD_reverse,0.0,,,
G3PD2_reverse,G3PD2_reverse,0.08387452901009451,,,
FCI_reverse,FCI_reverse,0.0,,,
FCLPA_reverse,FCLPA_reverse,0.0,,,
UAGAAT_reverse,UAGAAT_reverse,0.0,,,
PRPPS_reverse,PRPPS_reverse,0.0,,,
PRMICI_reverse,PRMICI_reverse,0.0,,,
SERAT_reverse,SERAT_reverse,0.0,,,
ASPK_reverse,ASPK_reverse,0.0,,,
ASAD_reverse,ASAD_reverse,0.6449653737088629,,,
CBMKr_reverse,CBMKr_reverse,0.0,,,
AMANAPEr_reverse,AMANAPEr_reverse,0.0,,,
NNATr_reverse,NNATr_reverse,0.0,,,
GAPD_reverse,GAPD_reverse,0.0,,,
ARGSL_reverse,ARGSL_reverse,0.0,,,
EX_mg2_e_reverse,EX_mg2_e_reverse,0.005233561147125542,,,
ACOATA_reverse,ACOATA_reverse,0.0,,,
MLTP3_reverse,MLTP3_reverse,0.0,,,
OCBT_reverse,OCBT_reverse,0.0,,,
GARFT_reverse,GARFT_reverse,0.0,,,
PHETA1_reverse,PHETA1_reverse,0.0,,,
MCITL2_reverse,MCITL2_reverse,0.0,,,
ACOTA_reverse,ACOTA_reverse,0.178449051162024,,,
PRAGSr_reverse,PRAGSr_reverse,0.0,,,
PPAKr_reverse,PPAKr_reverse,0.0,,,
PPM2_reverse,PPM2_reverse,0.0,,,
G6PDH2r_reverse,G6PDH2r_reverse,0.0,,,
FBA3_reverse,FBA3_reverse,0.0,,,
ADK3_reverse,ADK3_reverse,0.0,,,
HSDy_reverse,HSDy_reverse,0.0,,,
GLUtex_reverse,GLUtex_reverse,0.0,,,
GLYtex_reverse,GLYtex_reverse,0.0,,,
GLYALDtex_reverse,GLYALDtex_reverse,0.0,,,
GLYBtex_reverse,GLYBtex_reverse,0.0,,,
GLYCtex_reverse,GLYCtex_reverse,0.0,,,
GLYC3Ptex_reverse,GLYC3Ptex_reverse,0.0,,,
GLYCLTtex_reverse,GLYCLTtex_reverse,0.0,,,
GTPtex_reverse,GTPtex_reverse,0.0,,,
GUAtex_reverse,GUAtex_reverse,0.0,,,
Htex_reverse,Htex_reverse,0.0,,,
H2tex_reverse,H2tex_reverse,0.0,,,
H2Otex_reverse,H2Otex_reverse,48.27599041606885,,,
O2tpp_reverse,O2tpp_reverse,0.0,,,
PYRt2rpp_reverse,PYRt2rpp_reverse,0.0,,,
XANtpp_reverse,XANtpp_reverse,0.0,,,
DAPtex_reverse,DAPtex_reverse,0.0,,,
12PPDStex_reverse,12PPDStex_reverse,0.0,,,
DDGLCNtex_reverse,DDGLCNtex_reverse,0.0,,,
26DAHtex_reverse,26DAHtex_reverse,0.0,,,
HCINNMtex_reverse,HCINNMtex_reverse,0.0,,,
HPPPNtex_reverse,HPPPNtex_reverse,0.0,,,
ACtex_reverse,ACtex_reverse,0.0,,,
ACALDtex_reverse,ACALDtex_reverse,0.0,,,
ACMANAtex_reverse,ACMANAtex_reverse,0.0,,,
ACACT2r_reverse,ACACT2r_reverse,0.0,,,
SUCFUMtpp_reverse,SUCFUMtpp_reverse,0.0,,,
TARTRt7pp_reverse,TARTRt7pp_reverse,0.0,,,
AHGDx_reverse,AHGDx_reverse,0.0,,,
EX_ca2_e_reverse,EX_ca2_e_reverse,0.003140136688275325,,,
AKGt2rpp_reverse,AKGt2rpp_reverse,0.0,,,
THMDt2pp_copy2_reverse,THMDt2pp_copy2_reverse,0.0,,,
TRPt2rpp_reverse,TRPt2rpp_reverse,0.0,,,
TYRt2rpp_reverse,TYRt2rpp_reverse,0.0,,,
URIt2pp_copy2_reverse,URIt2pp_copy2_reverse,0.0,,,
XTSNt2rpp_reverse,XTSNt2rpp_reverse,0.0,,,
GALtex_reverse,GALtex_reverse,0.0,,,
GALCTtex_reverse,GALCTtex_reverse,0.0,,,
GALCTNtex_reverse,GALCTNtex_reverse,0.0,,,
GALTtex_reverse,GALTtex_reverse,0.0,,,
GALURtex_reverse,GALURtex_reverse,0.0,,,
ACACt2pp_reverse,ACACt2pp_reverse,0.0,,,
TKT2_reverse,TKT2_reverse,0.0,,,
GAMtex_reverse,GAMtex_reverse,0.0,,,
GBBTNtex_reverse,GBBTNtex_reverse,0.0,,,
ARBt2rpp_reverse,ARBt2rpp_reverse,0.0,,,
CO2tpp_reverse,CO2tpp_reverse,32.344707522810786,,,
DHAtpp_reverse,DHAtpp_reverse,0.0,,,
ARGAGMt7pp_reverse,ARGAGMt7pp_reverse,0.0,,,
ASNt2rpp_reverse,ASNt2rpp_reverse,0.0,,,
HIStex_reverse,HIStex_reverse,0.0,,,
HXAtex_reverse,HXAtex_reverse,0.0,,,
HYXNtex_reverse,HYXNtex_reverse,0.0,,,
IDONtex_reverse,IDONtex_reverse,0.0,,,
ILEtex_reverse,ILEtex_reverse,0.0,,,
INSTtex_reverse,INSTtex_reverse,0.0,,,
INStex_reverse,INStex_reverse,0.0,,,
Ktex_reverse,Ktex_reverse,0.0,,,
D_LACtex_reverse,D_LACtex_reverse,0.0,,,
FRULYStex_reverse,FRULYStex_reverse,0.0,,,
GALCTt2rpp_reverse,GALCTt2rpp_reverse,0.0,,,
ASPtex_reverse,ASPtex_reverse,0.0,,,
ACALDtpp_reverse,ACALDtpp_reverse,0.0,,,
ACt2rpp_reverse,ACt2rpp_reverse,1.4464564916439482,,,
ATPS4rpp_reverse,ATPS4rpp_reverse,0.0,,,
INDOLEtex_reverse,INDOLEtex_reverse,0.0,,,
L_LACtex_reverse,L_LACtex_reverse,0.0,,,
ADEt2rpp_reverse,ADEt2rpp_reverse,0.0,,,
ADNt2pp_copy2_reverse,ADNt2pp_copy2_reverse,0.0,,,
ALLTNt2rpp_reverse,ALLTNt2rpp_reverse,0.0,,,
ECOAH8_reverse,ECOAH8_reverse,0.0,,,
GUAtpp_reverse,GUAtpp_reverse,0.0,,,
HYXNtpp_reverse,HYXNtpp_reverse,0.0,,,
GLCRtex_reverse,GLCRtex_reverse,0.0,,,
GLCNtex_reverse,GLCNtex_reverse,0.0,,,
GLCURtex_reverse,GLCURtex_reverse,0.0,,,
GLNtex_reverse,GLNtex_reverse,0.0,,,
O2tex_reverse,O2tex_reverse,0.0,,,
OCTAtex_reverse,OCTAtex_reverse,0.0,,,
ORNtex_reverse,ORNtex_reverse,0.0,,,
ECOAH5_reverse,ECOAH5_reverse,0.0,,,
EX_ni2_e_reverse,EX_ni2_e_reverse,0.0001948634294549337,,,
FUCtpp_reverse,FUCtpp_reverse,0.0,,,
CYTDt2pp_copy2_reverse,CYTDt2pp_copy2_reverse,0.0,,,
DDGLCNt2rpp_reverse,DDGLCNt2rpp_reverse,0.0,,,
RMNtex_reverse,RMNtex_reverse,0.0,,,
PHEtex_reverse,PHEtex_reverse,0.0,,,
PItex_reverse,PItex_reverse,0.0,,,
EX_cu2_e_reverse,EX_cu2_e_reverse,0.00042773427703884833,,,
TRSARr_reverse,TRSARr_reverse,0.0,,,
PNTOtex_reverse,PNTOtex_reverse,0.0,,,
PPPNtex_reverse,PPPNtex_reverse,0.0,,,
PPTtex_reverse,PPTtex_reverse,0.0,,,
PTRCtex_reverse,PTRCtex_reverse,0.0,,,
PYRtex_reverse,PYRtex_reverse,0.0,,,
DSERtex_reverse,DSERtex_reverse,0.0,,,
SERtex_reverse,SERtex_reverse,0.0,,,
SO4tex_reverse,SO4tex_reverse,0.0,,,
SPMDtex_reverse,SPMDtex_reverse,0.0,,,
SUCCtex_reverse,SUCCtex_reverse,0.0,,,
SUCRtex_reverse,SUCRtex_reverse,0.0,,,
TARTRtex_reverse,TARTRtex_reverse,0.0,,,
TAURtex_reverse,TAURtex_reverse,0.0,,,
THRtex_reverse,THRtex_reverse,0.0,,,
THMDtex_reverse,THMDtex_reverse,0.0,,,
METDtex_reverse,METDtex_reverse,0.0,,,
METtex_reverse,METtex_reverse,0.0,,,
MNLtex_reverse,MNLtex_reverse,0.0,,,
NAtex_reverse,NAtex_reverse,0.0,,,
NACtex_reverse,NACtex_reverse,0.0,,,
NH4tex_reverse,NH4tex_reverse,0.0,,,
BUTtex_reverse,BUTtex_reverse,0.0,,,
CHLtex_reverse,CHLtex_reverse,0.0,,,
CO2tex_reverse,CO2tex_reverse,0.0,,,
CRNtex_reverse,CRNtex_reverse,0.0,,,
DINStex_reverse,DINStex_reverse,0.0,,,
DMStex_reverse,DMStex_reverse,0.0,,,
CSNtex_reverse,CSNtex_reverse,0.0,,,
CYNTtex_reverse,CYNTtex_reverse,0.0,,,
CYStex_reverse,CYStex_reverse,0.0,,,
CYTDtex_reverse,CYTDtex_reverse,0.0,,,
DCAtex_reverse,DCAtex_reverse,0.0,,,
DCYTtex_reverse,DCYTtex_reverse,0.0,,,
DGSNtex_reverse,DGSNtex_reverse,0.0,,,
LCTStex_reverse,LCTStex_reverse,0.0,,,
LEUtex_reverse,LEUtex_reverse,0.0,,,
LYStex_reverse,LYStex_reverse,0.0,,,
LYXtex_reverse,LYXtex_reverse,0.0,,,
MANtex_reverse,MANtex_reverse,0.0,,,
MAN6Ptex_reverse,MAN6Ptex_reverse,0.0,,,
MELIBtex_reverse,MELIBtex_reverse,0.0,,,
DMSOtex_reverse,DMSOtex_reverse,0.0,,,
DURItex_reverse,DURItex_reverse,0.0,,,
FRUtex_reverse,FRUtex_reverse,0.0,,,
FUCtex_reverse,FUCtex_reverse,0.0,,,
FUMtex_reverse,FUMtex_reverse,0.0,,,
FE2tex_reverse,FE2tex_reverse,0.0,,,
NMNtex_reverse,NMNtex_reverse,0.0,,,
NO2tex_reverse,NO2tex_reverse,0.0,,,
MTHFC_reverse,MTHFC_reverse,0.0,,,
MTHFD_reverse,MTHFD_reverse,0.0,,,
BUTt2rpp_reverse,BUTt2rpp_reverse,0.0,,,
GDPtex_reverse,GDPtex_reverse,0.0,,,
EX_cobalt2_e_reverse,EX_cobalt2_e_reverse,1.508230878134162e-05,,,
TMAtex_reverse,TMAtex_reverse,0.0,,,
TMAOtex_reverse,TMAOtex_reverse,0.0,,,
TREtex_reverse,TREtex_reverse,0.0,,,
TRPtex_reverse,TRPtex_reverse,0.0,,,
TSULtex_reverse,TSULtex_reverse,0.0,,,
TYRtex_reverse,TYRtex_reverse,0.0,,,
URAtex_reverse,URAtex_reverse,0.0,,,
UREAtex_reverse,UREAtex_reverse,0.0,,,
URItex_reverse,URItex_reverse,0.0,,,
VALtex_reverse,VALtex_reverse,0.0,,,
XANtex_reverse,XANtex_reverse,0.0,,,
XYLtex_reverse,XYLtex_reverse,0.0,,,
ABUTtex_reverse,ABUTtex_reverse,0.0,,,
EX_sel_e_reverse,EX_sel_e_reverse,0.0,,,
MALTATr_reverse,MALTATr_reverse,0.0,,,
23CAMPtex_reverse,23CAMPtex_reverse,0.0,,,
23CCMPtex_reverse,23CCMPtex_reverse,0.0,,,
23CUMPtex_reverse,23CUMPtex_reverse,0.0,,,
23CGMPtex_reverse,23CGMPtex_reverse,0.0,,,
3AMPtex_reverse,3AMPtex_reverse,0.0,,,
3CMPtex_reverse,3CMPtex_reverse,0.0,,,
ALAGLUE_reverse,ALAGLUE_reverse,0.0,,,
ETHSO3tex_reverse,ETHSO3tex_reverse,0.0,,,
BUTSO3tex_reverse,BUTSO3tex_reverse,0.0,,,
LIPOtex_reverse,LIPOtex_reverse,0.0,,,
GALBDtex_reverse,GALBDtex_reverse,0.0,,,
SULFACtex_reverse,SULFACtex_reverse,0.0,,,
NOtex_reverse,NOtex_reverse,0.0,,,
NOtpp_reverse,NOtpp_reverse,0.0,,,
N2Otpp_reverse,N2Otpp_reverse,0.0,,,
N2Otex_reverse,N2Otex_reverse,0.0,,,
CRNt2rpp_reverse,CRNt2rpp_reverse,0.0,,,
CRNDt2rpp_reverse,CRNDt2rpp_reverse,0.0,,,
CTBTt2rpp_reverse,CTBTt2rpp_reverse,0.0,,,
PACALDt2rpp_reverse,PACALDt2rpp_reverse,0.0,,,
PEAMNtex_reverse,PEAMNtex_reverse,0.0,,,
PACALDtex_reverse,PACALDtex_reverse,0.0,,,
CYANtex_reverse,CYANtex_reverse,0.0,,,
SO3tex_reverse,SO3tex_reverse,0.0,,,
TCYNTtex_reverse,TCYNTtex_reverse,0.0,,,
METSOX1tex_reverse,METSOX1tex_reverse,0.0,,,
METSOX2tex_reverse,METSOX2tex_reverse,0.0,,,
3UMPtex_reverse,3UMPtex_reverse,0.0,,,
3GMPtex_reverse,3GMPtex_reverse,0.0,,,
FALDtpp_reverse,FALDtpp_reverse,0.0,,,
DOPAtex_reverse,DOPAtex_reverse,0.0,,,
4HOXPACDtex_reverse,4HOXPACDtex_reverse,0.0,,,
ETHAtex_reverse,ETHAtex_reverse,0.0,,,
G3PStex_reverse,G3PStex_reverse,0.0,,,
ACGAL1Ptex_reverse,ACGAL1Ptex_reverse,0.0,,,
ACGALtex_reverse,ACGALtex_reverse,0.0,,,
GLCUR1Ptex_reverse,GLCUR1Ptex_reverse,0.0,,,
UDPGLCURtex_reverse,UDPGLCURtex_reverse,0.0,,,
ISETACtex_reverse,ISETACtex_reverse,0.0,,,
UDPGtex_reverse,UDPGtex_reverse,0.0,,,
UDPGALtex_reverse,UDPGALtex_reverse,0.0,,,
ACGAM1Ptex_reverse,ACGAM1Ptex_reverse,0.0,,,
UACGAMtex_reverse,UACGAMtex_reverse,0.0,,,
UDPACGALtex_reverse,UDPACGALtex_reverse,0.0,,,
CBLAT_reverse,CBLAT_reverse,0.0,,,
MSO3tex_reverse,MSO3tex_reverse,0.0,,,
ARABDI_reverse,ARABDI_reverse,0.0,,,
GLYC2Ptex_reverse,GLYC2Ptex_reverse,0.0,,,
PSERtex_reverse,PSERtex_reverse,0.0,,,
R5Ptex_reverse,R5Ptex_reverse,0.0,,,
THRPtex_reverse,THRPtex_reverse,0.0,,,
TYRPtex_reverse,TYRPtex_reverse,0.0,,,
CITtex_reverse,CITtex_reverse,0.0,,,
ACGAtex_reverse,ACGAtex_reverse,0.0,,,
IDONt2rpp_reverse,IDONt2rpp_reverse,0.0,,,
G6Ptex_reverse,G6Ptex_reverse,0.0,,,
MOBDtex_reverse,MOBDtex_reverse,0.0,,,
NI2tex_reverse,NI2tex_reverse,0.0,,,
L_LACt2rpp_reverse,L_LACt2rpp_reverse,0.0,,,
NH4tpp_reverse,NH4tpp_reverse,0.0,,,
NO2t2rpp_reverse,NO2t2rpp_reverse,0.0,,,
FRULYSDG_reverse,FRULYSDG_reverse,0.0,,,
PROt2rpp_reverse,PROt2rpp_reverse,0.0,,,
H2O2tex_reverse,H2O2tex_reverse,0.0,,,
ALLPI_reverse,ALLPI_reverse,0.0,,,
ALLULPE_reverse,ALLULPE_reverse,0.0,,,
ADEtex_reverse,ADEtex_reverse,0.0,,,
ADNtex_reverse,ADNtex_reverse,0.0,,,
AGMtex_reverse,AGMtex_reverse,0.0,,,
ALAtex_reverse,ALAtex_reverse,0.0,,,
BALAtex_reverse,BALAtex_reverse,0.0,,,
DALAtex_reverse,DALAtex_reverse,0.0,,,
AMPtex_reverse,AMPtex_reverse,0.0,,,
ARBtex_reverse,ARBtex_reverse,0.0,,,
ARGtex_reverse,ARGtex_reverse,0.0,,,
ASCBtex_reverse,ASCBtex_reverse,0.0,,,
MMETtex_reverse,MMETtex_reverse,0.0,,,
FE3tex_reverse,FE3tex_reverse,0.0,,,
MG2tex_reverse,MG2tex_reverse,0.0,,,
Zn2tex_reverse,Zn2tex_reverse,0.0,,,
CD2tex_reverse,CD2tex_reverse,0.0,,,
GLUABUTt7pp_reverse,GLUABUTt7pp_reverse,0.0,,,
GLUt2rpp_reverse,GLUt2rpp_reverse,0.0,,,
GLYALDtpp_reverse,GLYALDtpp_reverse,0.0,,,
DHPTPE_reverse,DHPTPE_reverse,0.0,,,
ASO3tex_reverse,ASO3tex_reverse,0.0,,,
MANGLYCtex_reverse,MANGLYCtex_reverse,0.0,,,
FRUURt2rpp_reverse,FRUURt2rpp_reverse,0.0,,,
FRUURtex_reverse,FRUURtex_reverse,0.0,,,
GLYCAt2rpp_reverse,GLYCAt2rpp_reverse,0.0,,,
GLYCAtex_reverse,GLYCAtex_reverse,0.0,,,
FALDH2_reverse,FALDH2_reverse,0.0,,,
GLYCtpp_reverse,GLYCtpp_reverse,0.0,,,
H2Otpp_reverse,H2Otpp_reverse,0.0,,,
HCINNMt2rpp_reverse,HCINNMt2rpp_reverse,0.0,,,
HISt2rpp_reverse,HISt2rpp_reverse,0.0,,,
CBIAT_reverse,CBIAT_reverse,0.0,,,
COBALT2tex_reverse,COBALT2tex_reverse,0.0,,,
FALGTHLs_reverse,FALGTHLs_reverse,0.0,,,
DIMPtex_reverse,DIMPtex_reverse,0.0,,,
GALURt2rpp_reverse,GALURt2rpp_reverse,0.0,,,
GLCNt2rpp_reverse,GLCNt2rpp_reverse,0.0,,,
GLCRt2rpp_reverse,GLCRt2rpp_reverse,0.0,,,
GLCURt2rpp_reverse,GLCURt2rpp_reverse,0.0,,,
EX_h2o_e_reverse,EX_h2o_e_reverse,0.0,,,
XTSNtex_reverse,XTSNtex_reverse,0.0,,,
GLUDy_reverse,GLUDy_reverse,5.126249916853954,,,
UREAtpp_reverse,UREAtpp_reverse,0.0,,,
PPPNt2rpp_reverse,PPPNt2rpp_reverse,0.0,,,
PTRCORNt7pp_reverse,PTRCORNt7pp_reverse,0.0,,,
HG2tex_reverse,HG2tex_reverse,0.0,,,
DADNtex_reverse,DADNtex_reverse,0.0,,,
DHAtex_reverse,DHAtex_reverse,0.0,,,
ETOHtex_reverse,ETOHtex_reverse,0.0,,,
HACD3_reverse,HACD3_reverse,0.0,,,
ACACtex_reverse,ACACtex_reverse,0.0,,,
ACNAMtex_reverse,ACNAMtex_reverse,0.0,,,
H2Stex_reverse,H2Stex_reverse,0.0,,,
EX_nh4_e_reverse,EX_nh4_e_reverse,6.515506113689739,,,
DADK_reverse,DADK_reverse,0.0,,,
4PEPTtex_reverse,4PEPTtex_reverse,0.0,,,
CRNCAR_reverse,CRNCAR_reverse,0.0,,,
GLYCLTt2rpp_reverse,GLYCLTt2rpp_reverse,0.0,,,
HPPPNt2rpp_reverse,HPPPNt2rpp_reverse,0.0,,,
DHFR_reverse,DHFR_reverse,0.0,,,
TYRTA_reverse,TYRTA_reverse,0.0,,,
EX_mobd_e_reverse,EX_mobd_e_reverse,4.223046458775653e-06,,,
EX_so4_e_reverse,EX_so4_e_reverse,0.151921079892698,,,
PUNP4_reverse,PUNP4_reverse,0.0,,,
AMAOTr_reverse,AMAOTr_reverse,0.0,,,
EX_k_e_reverse,EX_k_e_reverse,0.1177584439182566,,,
EX_na1_e_reverse,EX_na1_e_reverse,0.0,,,
ARGORNt7pp_reverse,ARGORNt7pp_reverse,0.0,,,
CU2tex_reverse,CU2tex_reverse,0.0,,,
GLCATr_reverse,GLCATr_reverse,0.0,,,
ALAALAr_reverse,ALAALAr_reverse,0.0,,,
CLtex_reverse,CLtex_reverse,0.0,,,
ACACT1r_reverse,ACACT1r_reverse,0.0,,,
SUCOAS_reverse,SUCOAS_reverse,0.0,,,4.48
GALKr_reverse,GALKr_reverse,0.0,,,
YUMPS_reverse,YUMPS_reverse,0.0,,,
ADSL1r_reverse,ADSL1r_reverse,0.0,,,
AICART_reverse,AICART_reverse,0.0,,,
PROtex_reverse,PROtex_reverse,0.0,,,
SBTtex_reverse,SBTtex_reverse,0.0,,,
PGM_reverse,PGM_reverse,8.070197476195037,,,17.48
TPI_reverse,TPI_reverse,0.08497855401289073,,,
RPI_reverse,RPI_reverse,9.918982663565439,,,1.1
PERD_reverse,PERD_reverse,0.0,,,
AKGtex_reverse,AKGtex_reverse,0.0,,,
ALLTNtex_reverse,ALLTNtex_reverse,0.0,,,
ASNtex_reverse,ASNtex_reverse,0.0,,,
EX_o2_e_reverse,EX_o2_e_reverse,31.05726927774227,,,
ATHRDHr_reverse,ATHRDHr_reverse,0.0,,,
LSERDHr_reverse,LSERDHr_reverse,0.0,,,
DSERDHr_reverse,DSERDHr_reverse,0.0,,,
TYMtex_reverse,TYMtex_reverse,0.0,,,
CMPtex_reverse,CMPtex_reverse,0.0,,,
DUMPtex_reverse,DUMPtex_reverse,0.0,,,
XMPtex_reverse,XMPtex_reverse,0.0,,,
3PEPTtex_reverse,3PEPTtex_reverse,0.0,,,
ANHGMtex_reverse,ANHGMtex_reverse,0.0,,,
UDPKAAT_reverse,UDPKAAT_reverse,0.0,,,
FALDtex_reverse,FALDtex_reverse,0.0,,,
MLTP1_reverse,MLTP1_reverse,0.0,,,
CYSDtex_reverse,CYSDtex_reverse,0.0,,,
G3PItex_reverse,G3PItex_reverse,0.0,,,
G3PGtex_reverse,G3PGtex_reverse,0.0,,,
G3PEtex_reverse,G3PEtex_reverse,0.0,,,
G3PCtex_reverse,G3PCtex_reverse,0.0,,,
DAMPtex_reverse,DAMPtex_reverse,0.0,,,
DCMPtex_reverse,DCMPtex_reverse,0.0,,,
DGMPtex_reverse,DGMPtex_reverse,0.0,,,
DTMPtex_reverse,DTMPtex_reverse,0.0,,,
GMPtex_reverse,GMPtex_reverse,0.0,,,
IMPtex_reverse,IMPtex_reverse,0.0,,,
UMPtex_reverse,UMPtex_reverse,0.0,,,
G1Ptex_reverse,G1Ptex_reverse,0.0,,,
SKMtex_reverse,SKMtex_reverse,0.0,,,
MNtex_reverse,MNtex_reverse,0.0,,,
GAL1Ptex_reverse,GAL1Ptex_reverse,0.0,,,
O2Stex_reverse,O2Stex_reverse,0.0,,,
HOMtex_reverse,HOMtex_reverse,0.0,,,
SO2tex_reverse,SO2tex_reverse,0.0,,,
SO2tpp_reverse,SO2tpp_reverse,0.0,,,
ACSERtex_reverse,ACSERtex_reverse,0.0,,,
IPDDI_reverse,IPDDI_reverse,0.0,,,
DURADx_reverse,DURADx_reverse,0.0,,,
ECOAH7_reverse,ECOAH7_reverse,0.0,,,
LDH_D_reverse,LDH_D_reverse,0.0,,,
ALAALAtex_reverse,ALAALAtex_reverse,0.0,,,
T2DECAI_reverse,T2DECAI_reverse,0.0,,,
MALtex_reverse,MALtex_reverse,0.0,,,
NO3tex_reverse,NO3tex_reverse,0.0,,,
HEXt2rpp_reverse,HEXt2rpp_reverse,0.0,,,
CLPNS180pp_reverse,CLPNS180pp_reverse,0.0,,,
CLPNS181pp_reverse,CLPNS181pp_reverse,0.0,,,
